seller_id;quantity;date
120;92;2021-06-14
176;30;2021-06-10
329;26;2021-06-22
382;18;2021-06-24
343;20;2021-06-28
82;8;2021-06-11
25;27;2021-06-09
271;15;2021-06-26
290;20;2021-06-06
194;12;2021-06-26
48;109;2021-06-14
257;46;2021-06-23
71;20;2021-06-28
302;16;2021-06-19
186;11;2021-06-28
224;12;2021-06-11
343;15;2021-06-01
100;21;2021-06-01
303;18;2021-06-01
291;16;2021-06-14
214;13;2021-06-07
326;39;2021-06-14
266;13;2021-06-27
205;22;2021-06-10
138;18;2021-06-27
127;16;2021-06-16
266;8;2021-06-22
10;18;2021-06-16
352;16;2021-06-25
334;41;2021-06-14
322;23;2021-06-18
114;28;2021-06-12
63;10;2021-06-15
19;19;2021-06-20
467;9;2021-06-27
379;7;2021-06-12
380;8;2021-06-02
313;3;2021-06-02
303;37;2021-06-14
236;22;2021-06-13
184;15;2021-06-06
110;21;2021-06-01
228;8;2021-06-07
183;12;2021-06-16
160;17;2021-06-28
96;84;2021-06-24
15;138;2021-06-14
312;15;2021-06-06
273;35;2021-06-13
402;16;2021-06-11
458;18;2021-06-06
453;20;2021-06-14
466;19;2021-06-26
263;41;2021-06-14
179;77;2021-06-14
401;16;2021-06-09
376;23;2021-06-20
304;18;2021-06-26
18;18;2021-06-06
36;4;2021-06-08
255;14;2021-06-09
83;42;2021-06-24
88;26;2021-06-11
114;48;2021-06-23
461;25;2021-06-09
83;54;2021-06-23
146;19;2021-06-10
394;21;2021-06-01
179;16;2021-06-28
100;17;2021-06-18
101;17;2021-06-17
287;21;2021-06-13
203;50;2021-06-24
490;18;2021-06-03
276;45;2021-06-24
89;36;2021-06-25
350;14;2021-06-09
185;26;2021-06-04
7;18;2021-06-10
167;17;2021-06-19
363;19;2021-06-07
132;30;2021-06-18
445;7;2021-06-19
167;21;2021-06-09
414;13;2021-06-05
265;16;2021-06-09
108;12;2021-06-06
445;14;2021-06-17
439;13;2021-06-15
459;22;2021-06-05
58;12;2021-06-04
229;11;2021-06-10
108;87;2021-06-13
296;14;2021-06-03
237;15;2021-06-20
220;12;2021-06-19
183;29;2021-06-27
424;14;2021-06-17
166;9;2021-06-10
482;23;2021-06-17
232;11;2021-06-16
293;7;2021-06-16
341;19;2021-06-17
272;32;2021-06-10
390;24;2021-06-11
267;12;2021-06-05
38;10;2021-06-10
170;24;2021-06-17
323;23;2021-06-27
232;15;2021-06-04
292;24;2021-06-03
145;12;2021-06-27
225;52;2021-06-24
331;29;2021-06-26
256;22;2021-06-06
343;22;2021-06-25
123;19;2021-06-18
489;11;2021-06-22
14;38;2021-06-16
129;23;2021-06-26
225;9;2021-06-12
21;152;2021-06-24
482;21;2021-06-08
247;56;2021-06-24
142;54;2021-06-13
161;23;2021-06-16
380;17;2021-06-13
311;18;2021-06-19
344;9;2021-06-05
1;7;2021-06-02
169;7;2021-06-27
370;20;2021-06-07
172;84;2021-06-24
219;45;2021-06-14
367;13;2021-06-09
98;14;2021-06-15
76;32;2021-06-12
495;17;2021-06-04
47;17;2021-06-22
87;46;2021-06-14
431;27;2021-06-23
467;22;2021-06-01
30;13;2021-06-03
487;11;2021-06-15
236;17;2021-06-27
208;20;2021-06-20
27;10;2021-06-11
173;43;2021-06-23
336;19;2021-06-26
134;7;2021-06-04
345;16;2021-06-19
30;19;2021-06-25
97;2;2021-06-12
121;21;2021-06-05
258;12;2021-06-16
213;16;2021-06-27
229;6;2021-06-11
488;4;2021-06-21
406;7;2021-06-28
143;20;2021-06-28
450;16;2021-06-16
141;19;2021-06-10
171;48;2021-06-23
97;12;2021-06-11
0;48;2021-06-18
178;12;2021-06-22
237;22;2021-06-02
290;24;2021-06-02
177;8;2021-06-25
93;12;2021-06-22
233;36;2021-06-09
444;14;2021-06-07
342;39;2021-06-24
388;17;2021-06-18
68;13;2021-06-07
0;136;2021-06-11
84;7;2021-06-16
164;34;2021-06-24
480;31;2021-06-23
7;15;2021-06-21
110;91;2021-06-24
216;14;2021-06-22
467;11;2021-06-23
410;22;2021-06-04
319;8;2021-06-12
225;16;2021-06-01
427;25;2021-06-16
33;15;2021-06-19
417;9;2021-06-07
432;13;2021-06-18
121;8;2021-06-27
485;18;2021-06-15
25;9;2021-06-17
243;10;2021-06-20
91;20;2021-06-12
294;17;2021-06-06
271;42;2021-06-24
405;10;2021-06-03
299;40;2021-06-13
297;54;2021-06-24
169;28;2021-06-12
138;15;2021-06-21
297;10;2021-06-23
342;14;2021-06-05
135;17;2021-06-28
281;4;2021-06-01
36;22;2021-06-20
252;48;2021-06-14
464;18;2021-06-27
206;19;2021-06-06
24;21;2021-06-25
48;24;2021-06-18
397;22;2021-06-24
370;10;2021-06-14
486;11;2021-06-23
387;17;2021-06-26
102;57;2021-06-24
334;11;2021-06-07
112;15;2021-06-22
145;37;2021-06-12
88;18;2021-06-19
290;9;2021-06-24
166;16;2021-06-12
414;36;2021-06-24
217;21;2021-06-15
448;13;2021-06-12
204;10;2021-06-04
56;106;2021-06-24
240;6;2021-06-09
35;11;2021-06-27
302;12;2021-06-11
378;16;2021-06-06
454;27;2021-06-14
331;12;2021-06-16
245;50;2021-06-24
74;26;2021-06-09
301;24;2021-06-25
274;17;2021-06-25
60;99;2021-06-24
227;16;2021-06-08
489;16;2021-06-26
45;22;2021-06-07
218;14;2021-06-19
176;22;2021-06-08
312;22;2021-06-18
185;18;2021-06-16
397;26;2021-06-05
205;25;2021-06-02
368;11;2021-06-08
396;13;2021-06-07
9;19;2021-06-17
439;9;2021-06-19
214;12;2021-06-09
489;12;2021-06-21
348;15;2021-06-03
270;28;2021-06-12
179;13;2021-06-27
191;24;2021-06-06
88;16;2021-06-13
82;42;2021-06-23
389;8;2021-06-05
393;35;2021-06-24
224;20;2021-06-12
483;14;2021-06-21
234;8;2021-06-06
439;12;2021-06-20
330;44;2021-06-14
483;9;2021-06-15
95;18;2021-06-18
493;16;2021-06-11
409;5;2021-06-17
399;13;2021-06-09
67;28;2021-06-13
416;26;2021-06-23
37;13;2021-06-19
414;23;2021-06-04
67;19;2021-06-09
162;10;2021-06-05
214;16;2021-06-21
3;16;2021-06-21
7;14;2021-06-26
271;11;2021-06-15
402;6;2021-06-17
256;11;2021-06-08
29;48;2021-06-23
421;13;2021-06-23
454;12;2021-06-06
83;7;2021-06-09
276;7;2021-06-20
471;29;2021-06-02
134;13;2021-06-01
256;30;2021-06-26
336;9;2021-06-07
436;23;2021-06-21
312;26;2021-06-12
41;19;2021-06-08
314;23;2021-06-15
51;28;2021-06-27
83;95;2021-06-13
305;21;2021-06-23
472;13;2021-06-01
485;10;2021-06-13
24;24;2021-06-23
171;22;2021-06-02
392;26;2021-06-23
84;17;2021-06-28
472;4;2021-06-26
30;5;2021-06-21
260;17;2021-06-19
95;17;2021-06-19
21;122;2021-06-14
5;23;2021-06-25
324;8;2021-06-04
96;59;2021-06-14
207;5;2021-06-08
474;15;2021-06-09
69;14;2021-06-08
189;61;2021-06-13
321;3;2021-06-27
298;18;2021-06-24
320;12;2021-06-03
389;11;2021-06-09
475;26;2021-06-07
201;12;2021-06-11
211;24;2021-06-26
461;25;2021-06-23
89;72;2021-06-13
39;89;2021-06-24
30;17;2021-06-02
254;7;2021-06-28
113;18;2021-06-05
263;19;2021-06-17
318;14;2021-06-01
418;24;2021-06-05
162;10;2021-06-25
104;17;2021-06-17
135;18;2021-06-11
158;2;2021-06-18
301;21;2021-06-26
309;50;2021-06-24
9;27;2021-06-19
209;13;2021-06-11
323;16;2021-06-05
24;10;2021-06-28
388;33;2021-06-01
20;57;2021-06-23
153;16;2021-06-10
135;22;2021-06-12
61;25;2021-06-23
308;17;2021-06-17
451;10;2021-06-13
100;19;2021-06-04
366;13;2021-06-04
438;16;2021-06-16
21;14;2021-06-08
223;28;2021-06-19
274;2;2021-06-28
441;6;2021-06-01
100;18;2021-06-17
369;17;2021-06-07
252;9;2021-06-11
4;72;2021-06-25
313;23;2021-06-09
402;14;2021-06-10
35;23;2021-06-02
250;37;2021-06-24
23;8;2021-06-19
344;21;2021-06-13
279;6;2021-06-18
154;46;2021-06-24
281;10;2021-06-22
423;18;2021-06-06
400;10;2021-06-02
232;42;2021-06-13
151;29;2021-06-17
213;28;2021-06-19
84;34;2021-06-15
161;14;2021-06-12
133;25;2021-06-07
388;21;2021-06-19
203;7;2021-06-01
431;18;2021-06-10
397;6;2021-06-15
315;15;2021-06-03
262;25;2021-06-09
219;11;2021-06-21
337;12;2021-06-18
151;60;2021-06-23
84;25;2021-06-22
458;8;2021-06-28
13;20;2021-06-02
275;24;2021-06-13
133;46;2021-06-13
293;28;2021-06-04
393;9;2021-06-06
348;11;2021-06-07
57;7;2021-06-18
427;21;2021-06-12
52;41;2021-06-23
472;35;2021-06-15
319;18;2021-06-11
283;16;2021-06-09
29;16;2021-06-18
465;17;2021-06-06
78;16;2021-06-08
60;12;2021-06-22
391;23;2021-06-15
447;20;2021-06-16
259;20;2021-06-16
388;37;2021-06-24
14;8;2021-06-21
279;17;2021-06-25
201;7;2021-06-10
110;12;2021-06-27
275;20;2021-06-03
238;40;2021-06-12
345;15;2021-06-22
185;21;2021-06-08
300;25;2021-06-28
54;13;2021-06-09
153;5;2021-06-20
136;18;2021-06-20
18;130;2021-06-23
57;16;2021-06-22
151;20;2021-06-05
380;34;2021-06-03
252;28;2021-06-26
273;21;2021-06-26
469;6;2021-06-22
476;23;2021-06-28
44;8;2021-06-02
306;26;2021-06-03
21;34;2021-06-12
5;22;2021-06-27
139;15;2021-06-11
485;14;2021-06-25
494;11;2021-06-24
444;6;2021-06-08
93;27;2021-06-27
484;14;2021-06-09
311;38;2021-06-24
197;15;2021-06-08
306;10;2021-06-16
211;50;2021-06-14
209;30;2021-06-13
134;33;2021-06-21
462;34;2021-06-13
484;27;2021-06-18
376;22;2021-06-21
57;22;2021-06-17
430;23;2021-06-21
211;15;2021-06-10
23;11;2021-06-12
317;15;2021-06-22
92;56;2021-06-24
16;15;2021-06-04
43;36;2021-06-16
432;13;2021-06-19
308;40;2021-06-14
154;20;2021-06-26
354;16;2021-06-19
34;16;2021-06-06
219;5;2021-06-09
353;15;2021-06-04
441;26;2021-06-15
469;16;2021-06-26
192;9;2021-06-07
170;19;2021-06-23
251;9;2021-06-01
265;36;2021-06-14
465;15;2021-06-11
274;35;2021-06-14
326;22;2021-06-13
342;12;2021-06-21
234;11;2021-06-10
455;11;2021-06-17
280;43;2021-06-24
407;26;2021-06-16
339;20;2021-06-23
21;18;2021-06-28
171;6;2021-06-19
247;18;2021-06-04
212;15;2021-06-25
239;30;2021-06-21
429;8;2021-06-09
209;46;2021-06-23
268;18;2021-06-06
416;18;2021-06-09
246;15;2021-06-07
361;24;2021-06-11
379;7;2021-06-06
419;21;2021-06-24
158;54;2021-06-13
217;52;2021-06-24
31;20;2021-06-02
155;12;2021-06-24
231;23;2021-06-23
63;66;2021-06-23
481;22;2021-06-24
340;9;2021-06-02
352;20;2021-06-23
298;27;2021-06-10
216;18;2021-06-15
378;16;2021-06-26
153;10;2021-06-01
189;10;2021-06-26
122;20;2021-06-16
260;56;2021-06-24
19;14;2021-06-08
291;11;2021-06-22
206;32;2021-06-24
208;23;2021-06-12
69;55;2021-06-13
373;17;2021-06-21
52;59;2021-06-13
292;18;2021-06-04
78;19;2021-06-25
74;62;2021-06-13
15;16;2021-06-08
303;27;2021-06-02
109;14;2021-06-22
305;21;2021-06-03
120;28;2021-06-22
4;242;2021-06-13
115;12;2021-06-28
40;18;2021-06-17
39;24;2021-06-25
356;6;2021-06-01
235;9;2021-06-05
116;24;2021-06-01
218;11;2021-06-04
7;29;2021-06-15
370;7;2021-06-11
79;22;2021-06-25
105;28;2021-06-05
413;27;2021-06-02
223;14;2021-06-06
406;33;2021-06-24
331;11;2021-06-09
84;102;2021-06-24
396;27;2021-06-13
220;20;2021-06-21
225;41;2021-06-14
481;23;2021-06-23
213;65;2021-06-14
99;16;2021-06-27
276;17;2021-06-10
371;10;2021-06-16
165;19;2021-06-07
287;37;2021-06-24
121;23;2021-06-19
13;12;2021-06-08
6;23;2021-06-17
275;52;2021-06-14
24;141;2021-06-24
429;18;2021-06-13
44;14;2021-06-04
360;15;2021-06-22
310;28;2021-06-15
40;33;2021-06-25
326;17;2021-06-02
383;23;2021-06-03
483;10;2021-06-20
6;17;2021-06-15
312;9;2021-06-13
336;21;2021-06-12
137;8;2021-06-03
325;13;2021-06-20
437;19;2021-06-21
255;14;2021-06-02
211;25;2021-06-13
318;19;2021-06-13
54;19;2021-06-15
363;29;2021-06-02
374;24;2021-06-26
335;33;2021-06-08
33;15;2021-06-15
170;13;2021-06-10
493;29;2021-06-13
176;74;2021-06-24
396;24;2021-06-06
255;31;2021-06-12
133;5;2021-06-08
395;10;2021-06-05
226;14;2021-06-01
6;18;2021-06-02
160;48;2021-06-24
38;33;2021-06-06
117;15;2021-06-11
384;7;2021-06-05
238;12;2021-06-19
91;12;2021-06-02
298;9;2021-06-04
87;6;2021-06-10
284;22;2021-06-18
381;16;2021-06-16
447;16;2021-06-10
133;9;2021-06-27
472;12;2021-06-21
271;24;2021-06-23
348;8;2021-06-26
22;12;2021-06-10
32;8;2021-06-18
358;22;2021-06-14
170;9;2021-06-28
31;131;2021-06-13
172;17;2021-06-12
384;11;2021-06-09
482;19;2021-06-19
290;12;2021-06-20
443;38;2021-06-14
159;11;2021-06-15
110;15;2021-06-26
288;26;2021-06-04
157;11;2021-06-19
289;36;2021-06-25
14;16;2021-06-22
44;15;2021-06-20
60;19;2021-06-06
283;12;2021-06-20
186;26;2021-06-21
401;5;2021-06-05
157;26;2021-06-12
52;12;2021-06-27
365;20;2021-06-22
99;91;2021-06-13
322;30;2021-06-12
290;17;2021-06-17
180;20;2021-06-18
181;30;2021-06-23
9;25;2021-06-20
166;20;2021-06-09
396;23;2021-06-09
77;25;2021-06-09
7;17;2021-06-02
315;16;2021-06-20
391;12;2021-06-11
94;22;2021-06-12
229;52;2021-06-24
138;8;2021-06-12
219;32;2021-06-20
285;14;2021-06-27
357;26;2021-06-12
329;28;2021-06-18
185;10;2021-06-19
450;1;2021-06-17
94;8;2021-06-27
29;16;2021-06-09
475;17;2021-06-27
257;37;2021-06-14
419;31;2021-06-14
77;26;2021-06-11
31;6;2021-06-17
169;8;2021-06-26
278;19;2021-06-01
451;23;2021-06-26
418;8;2021-06-15
232;24;2021-06-15
180;22;2021-06-07
213;27;2021-06-17
449;6;2021-06-18
300;11;2021-06-26
70;28;2021-06-09
389;28;2021-06-23
191;47;2021-06-14
225;14;2021-06-08
29;11;2021-06-16
254;7;2021-06-17
62;5;2021-06-19
333;18;2021-06-12
42;12;2021-06-25
305;17;2021-06-16
208;19;2021-06-25
50;15;2021-06-27
372;14;2021-06-28
135;78;2021-06-14
135;16;2021-06-19
193;51;2021-06-23
196;11;2021-06-11
195;9;2021-06-09
284;14;2021-06-04
431;2;2021-06-20
7;69;2021-06-14
218;22;2021-06-26
45;13;2021-06-25
273;42;2021-06-24
458;21;2021-06-27
240;11;2021-06-02
128;63;2021-06-24
292;19;2021-06-17
217;12;2021-06-12
106;13;2021-06-02
381;46;2021-06-14
437;20;2021-06-24
138;21;2021-06-08
36;23;2021-06-27
84;17;2021-06-25
377;11;2021-06-04
146;12;2021-06-26
35;89;2021-06-24
218;12;2021-06-21
240;18;2021-06-17
9;24;2021-06-02
140;9;2021-06-27
215;50;2021-06-13
295;14;2021-06-25
45;30;2021-06-16
49;11;2021-06-06
308;21;2021-06-15
444;19;2021-06-22
178;36;2021-06-10
153;11;2021-06-05
244;10;2021-06-28
85;36;2021-06-03
461;24;2021-06-13
234;24;2021-06-24
198;51;2021-06-13
359;37;2021-06-09
180;13;2021-06-25
30;14;2021-06-15
362;8;2021-06-01
374;14;2021-06-27
331;17;2021-06-01
79;16;2021-06-20
189;51;2021-06-24
392;10;2021-06-16
355;18;2021-06-26
371;39;2021-06-24
118;4;2021-06-02
434;7;2021-06-18
476;3;2021-06-12
201;7;2021-06-04
352;9;2021-06-06
293;17;2021-06-23
217;22;2021-06-20
155;1;2021-06-17
109;10;2021-06-27
224;9;2021-06-22
25;12;2021-06-18
311;13;2021-06-04
454;18;2021-06-03
178;15;2021-06-21
60;14;2021-06-05
452;26;2021-06-24
18;27;2021-06-25
359;7;2021-06-17
338;12;2021-06-25
338;26;2021-06-21
206;60;2021-06-14
292;11;2021-06-05
48;24;2021-06-12
242;26;2021-06-25
325;21;2021-06-08
88;20;2021-06-17
160;47;2021-06-13
120;79;2021-06-24
186;20;2021-06-17
267;20;2021-06-08
53;10;2021-06-08
354;10;2021-06-26
344;29;2021-06-02
343;13;2021-06-18
58;20;2021-06-09
186;10;2021-06-05
225;12;2021-06-18
220;16;2021-06-11
168;24;2021-06-16
62;11;2021-06-07
449;3;2021-06-20
136;24;2021-06-18
232;12;2021-06-22
131;50;2021-06-24
305;16;2021-06-10
280;26;2021-06-16
406;13;2021-06-06
427;24;2021-06-24
101;5;2021-06-26
166;13;2021-06-17
465;13;2021-06-09
434;19;2021-06-13
8;20;2021-06-20
14;17;2021-06-11
423;33;2021-06-14
190;8;2021-06-07
8;11;2021-06-01
454;11;2021-06-08
212;37;2021-06-23
134;15;2021-06-27
60;103;2021-06-14
168;16;2021-06-23
46;23;2021-06-25
141;13;2021-06-26
86;21;2021-06-08
201;9;2021-06-21
492;11;2021-06-20
113;84;2021-06-24
426;23;2021-06-21
434;14;2021-06-11
388;10;2021-06-07
111;15;2021-06-08
12;23;2021-06-15
336;14;2021-06-17
459;15;2021-06-03
75;101;2021-06-13
342;16;2021-06-26
76;28;2021-06-13
90;21;2021-06-28
263;17;2021-06-15
123;36;2021-06-15
440;14;2021-06-12
238;19;2021-06-09
310;10;2021-06-16
274;21;2021-06-26
339;52;2021-06-13
163;7;2021-06-10
39;11;2021-06-15
3;17;2021-06-12
372;21;2021-06-26
47;116;2021-06-13
233;8;2021-06-17
467;19;2021-06-02
414;21;2021-06-27
348;13;2021-06-05
81;97;2021-06-24
212;24;2021-06-18
426;35;2021-06-14
222;24;2021-06-19
175;12;2021-06-08
97;87;2021-06-13
181;14;2021-06-03
258;20;2021-06-19
141;15;2021-06-12
35;40;2021-06-23
128;25;2021-06-20
111;45;2021-06-23
85;92;2021-06-13
61;12;2021-06-07
361;11;2021-06-17
144;15;2021-06-17
447;38;2021-06-20
149;15;2021-06-28
39;22;2021-06-22
410;25;2021-06-14
309;41;2021-06-14
261;7;2021-06-06
262;19;2021-06-15
50;51;2021-06-13
354;15;2021-06-13
357;5;2021-06-16
24;24;2021-06-11
434;8;2021-06-04
396;30;2021-06-23
272;19;2021-06-09
7;14;2021-06-16
382;30;2021-06-13
76;20;2021-06-27
130;13;2021-06-05
64;18;2021-06-07
155;35;2021-06-06
39;16;2021-06-09
260;15;2021-06-22
139;9;2021-06-04
228;8;2021-06-09
289;40;2021-06-24
258;21;2021-06-11
105;27;2021-06-16
444;11;2021-06-12
134;28;2021-06-22
395;40;2021-06-14
392;10;2021-06-22
355;20;2021-06-19
150;20;2021-06-04
146;70;2021-06-13
196;7;2021-06-18
226;15;2021-06-10
387;13;2021-06-01
168;11;2021-06-22
162;23;2021-06-21
367;12;2021-06-26
333;17;2021-06-15
119;31;2021-06-23
278;6;2021-06-20
104;16;2021-06-12
361;12;2021-06-10
280;16;2021-06-22
241;19;2021-06-19
422;15;2021-06-27
106;4;2021-06-04
405;21;2021-06-12
178;19;2021-06-01
296;28;2021-06-23
178;16;2021-06-17
228;11;2021-06-11
198;20;2021-06-19
415;39;2021-06-28
129;11;2021-06-12
38;11;2021-06-19
198;23;2021-06-08
152;69;2021-06-13
177;5;2021-06-28
464;13;2021-06-18
462;10;2021-06-02
464;22;2021-06-11
249;30;2021-06-13
197;21;2021-06-04
383;11;2021-06-08
298;28;2021-06-05
405;19;2021-06-09
238;17;2021-06-03
52;8;2021-06-20
213;10;2021-06-09
342;13;2021-06-12
380;21;2021-06-16
17;166;2021-06-13
414;15;2021-06-18
354;22;2021-06-27
107;21;2021-06-19
344;19;2021-06-25
204;23;2021-06-13
17;86;2021-06-24
9;16;2021-06-04
352;19;2021-06-08
296;25;2021-06-07
331;18;2021-06-25
10;36;2021-06-27
407;26;2021-06-10
477;42;2021-06-23
197;10;2021-06-07
74;12;2021-06-02
267;15;2021-06-17
86;11;2021-06-27
72;13;2021-06-27
109;12;2021-06-12
132;9;2021-06-19
167;24;2021-06-18
394;12;2021-06-07
490;8;2021-06-01
19;14;2021-06-27
310;25;2021-06-05
57;17;2021-06-12
407;12;2021-06-02
175;77;2021-06-24
322;16;2021-06-26
137;8;2021-06-26
392;35;2021-06-24
218;27;2021-06-03
265;38;2021-06-07
82;17;2021-06-08
345;16;2021-06-10
232;20;2021-06-02
174;12;2021-06-06
304;23;2021-06-16
473;12;2021-06-09
264;29;2021-06-14
17;18;2021-06-01
72;6;2021-06-20
420;13;2021-06-17
84;68;2021-06-23
163;17;2021-06-17
355;14;2021-06-20
274;62;2021-06-23
136;14;2021-06-21
33;25;2021-06-26
414;13;2021-06-26
178;21;2021-06-13
29;38;2021-06-20
213;9;2021-06-02
273;16;2021-06-28
446;14;2021-06-23
236;14;2021-06-02
362;16;2021-06-22
410;29;2021-06-24
144;19;2021-06-18
104;11;2021-06-20
399;5;2021-06-22
469;30;2021-06-11
383;10;2021-06-16
284;16;2021-06-12
310;10;2021-06-06
393;12;2021-06-02
289;23;2021-06-17
103;14;2021-06-19
195;20;2021-06-02
380;12;2021-06-21
44;20;2021-06-11
246;25;2021-06-20
132;9;2021-06-27
47;11;2021-06-16
191;22;2021-06-21
85;45;2021-06-23
244;23;2021-06-22
92;16;2021-06-08
463;24;2021-06-05
18;14;2021-06-28
37;11;2021-06-25
414;8;2021-06-07
406;12;2021-06-22
263;20;2021-06-08
162;11;2021-06-10
302;22;2021-06-23
73;11;2021-06-06
397;14;2021-06-22
126;21;2021-06-18
351;18;2021-06-12
26;17;2021-06-26
470;42;2021-06-23
100;29;2021-06-03
131;13;2021-06-25
27;6;2021-06-19
51;58;2021-06-24
461;14;2021-06-20
112;11;2021-06-17
338;16;2021-06-01
21;27;2021-06-22
165;15;2021-06-09
77;10;2021-06-06
445;16;2021-06-10
99;85;2021-06-24
346;25;2021-06-17
69;18;2021-06-10
190;15;2021-06-19
393;12;2021-06-20
23;14;2021-06-21
266;11;2021-06-20
