item_id,title,category_id,name
287082,Мультиварка,29,Для дома и дачи|Бытовая техника|Для кухни|Мелкая кухонная техника
232465,Friso PEP AC,41,Личные вещи|Товары для детей и игрушки|Товары для кормления
399456,Платье,35,"Личные вещи|Одежда, обувь, аксессуары|Женская одежда|Платья и юбки"
441851,Продам компьютер 775 сокет,7,Бытовая электроника|Настольные компьютеры
293418,Страбоскоп,52,Хобби и отдых|Музыкальные инструменты|Для студии и концертов
329580,Литература,51,Хобби и отдых|Книги и журналы|Учебная литература
394062,Семена Дыня Сладкий ананас F1 Седекx,24,Для дома и дачи|Растения
456139,Nokia 3100,10,Бытовая электроника|Телефоны|Nokia
334386,Шторы из плотной ткани,27,Для дома и дачи|Мебель и интерьер|Текстиль и ковры
3380,Модем Zyxel Omni adsl USB EE,14,Бытовая электроника|Товары для компьютера|Сетевое оборудование
79264,Сумка женская кожаная Furla,31,"Личные вещи|Одежда, обувь, аксессуары|Аксессуары"
423265,Игры для PlayStation3,8,"Бытовая электроника|Игры, приставки и программы|Игры для приставок"
245351,Microlab PRO 3,12,"Бытовая электроника|Аудио и видео|Акустика, колонки, сабвуферы"
177697,Tiffany Co earrings atlas,36,Личные вещи|Часы и украшения|Часы
377096,Xbox One 500gb,4,"Бытовая электроника|Игры, приставки и программы|Игровые приставки"
114314,Продам платье,35,"Личные вещи|Одежда, обувь, аксессуары|Женская одежда|Платья и юбки"
41210,Ноутбук asus Eee pc 1215n,1,Бытовая электроника|Ноутбуки
210355,Стиральная машина candy CBE 1025 б/у,26,Для дома и дачи|Бытовая техника|Для дома|Стиральные машины
258118,Продам тренажер ab rocket,46,Хобби и отдых|Спорт и отдых|Фитнес и тренажёры
415648,Обменяю 2 игры на 1 (PS4),8,"Бытовая электроника|Игры, приставки и программы|Игры для приставок"
429303,Собрание сочинений В. Маяковского,43,Хобби и отдых|Книги и журналы|Книги
110546,"Лыжные ботинки, р.37",38,"Личные вещи|Одежда, обувь, аксессуары|Женская одежда|Другое"
465863,Туфли бомба),39,"Личные вещи|Одежда, обувь, аксессуары|Женская одежда|Обувь"
112665,Боди и брюки,47,Хобби и отдых|Спорт и отдых|Другое
11513,Продам системный блок,7,Бытовая электроника|Настольные компьютеры
372967,Спасалки для зимней рыбалки со свистком,49,Хобби и отдых|Охота и рыбалка
386898,Стульчик для кормления Chicco Сова,34,Личные вещи|Товары для детей и игрушки|Детская мебель
59963,Intel Core 6420 + 2.3Гб озу + 8600GT + 250Gb HDD,7,Бытовая электроника|Настольные компьютеры
309092,"Продам художественный альбом ""Оружейная палата""",43,Хобби и отдых|Книги и журналы|Книги
199311,LCD телевизор Changhong E22B868AG,5,Бытовая электроника|Аудио и видео|Телевизоры и проекторы
322616,Xbox360 хорошее состояние. не забаненый,4,"Бытовая электроника|Игры, приставки и программы|Игровые приставки"
138808,Отделочные нитки,31,"Личные вещи|Одежда, обувь, аксессуары|Аксессуары"
257536,Платье в пол,35,"Личные вещи|Одежда, обувь, аксессуары|Женская одежда|Платья и юбки"
102035,Стиральная машина Hotpoint-Ariston. Гарантия,26,Для дома и дачи|Бытовая техника|Для дома|Стиральные машины
471394,Нуга Бест Турманиевый Жилет MHP-100,37,Личные вещи|Красота и здоровье|Приборы и аксессуары
278914,"Греция с вылетом из Краснодара. ""Раннее бронирован",48,Хобби и отдых|Билеты и путешествия|Путешествия
58778,Nokia 6800,10,Бытовая электроника|Телефоны|Nokia
166960,Продам Телевизор,5,Бытовая электроника|Аудио и видео|Телевизоры и проекторы
189777,Стенка,18,Для дома и дачи|Мебель и интерьер|Шкафы и комоды
278857,Плата айфон 5,0,Бытовая электроника|Телефоны|iPhone
122459,Измельчитель Rolsen RCH-350G,29,Для дома и дачи|Бытовая техника|Для кухни|Мелкая кухонная техника
99089,Зеркало,19,"Для дома и дачи|Мебель и интерьер|Предметы интерьера, искусство"
47442,Манеж Open Melinda Chicco (Чико),34,Личные вещи|Товары для детей и игрушки|Детская мебель
53619,Плазменный телевизор LG диагональ 32 дюйма,5,Бытовая электроника|Аудио и видео|Телевизоры и проекторы
323868,Рыболовный ящик A-elita Sport,49,Хобби и отдых|Охота и рыбалка
24300,Продам обувь (зимняя),39,"Личные вещи|Одежда, обувь, аксессуары|Женская одежда|Обувь"
130449,"Пальто на пуху "" Royal Cat """,33,"Личные вещи|Одежда, обувь, аксессуары|Женская одежда|Верхняя одежда"
453036,Икеа стол и стул+ подарок,34,Личные вещи|Товары для детей и игрушки|Детская мебель
143951,"Картина. Масло, холст",19,"Для дома и дачи|Мебель и интерьер|Предметы интерьера, искусство"
437609,Межкомнатные двери,25,Для дома и дачи|Ремонт и строительство|Двери
41452,Телевизор,5,Бытовая электроника|Аудио и видео|Телевизоры и проекторы
288177,Sony PlayStation 3 160Gb,4,"Бытовая электроника|Игры, приставки и программы|Игровые приставки"
275788,Гоа из уфы,48,Хобби и отдых|Билеты и путешествия|Путешествия
345665,Xbox 360 250Гб Slim + джост + 3 игры в идеале,4,"Бытовая электроника|Игры, приставки и программы|Игровые приставки"
10691,Столик для кормления,41,Личные вещи|Товары для детей и игрушки|Товары для кормления
131063,"Насос giyo, двойного действия, умная головка, aлюм",53,Хобби и отдых|Велосипеды|Запчасти и аксессуары
260,Набор корпусной мебели,18,Для дома и дачи|Мебель и интерьер|Шкафы и комоды
307253,Айфон 4s,0,Бытовая электроника|Телефоны|iPhone
29198,Модульная прихожая 136 Глория 295,23,Для дома и дачи|Мебель и интерьер|Другое
91028,"Освальд Георг. Все, что считается",43,Хобби и отдых|Книги и журналы|Книги
103169,Шезлонг для укачивания MamaRoo,32,Личные вещи|Товары для детей и игрушки|Детские коляски
74901,Ботинки для дайвинга и подводной охоты,49,Хобби и отдых|Охота и рыбалка
290725,Бак круглый из пищевой нержавеющей стали,20,Для дома и дачи|Посуда и товары для кухни|Посуда
292689,Пленка для телефона,9,Бытовая электроника|Телефоны|Аксессуары|Чехлы и плёнки
127558,"Панно ""охотник""",49,Хобби и отдых|Охота и рыбалка
274792,Домашний кинотеатр BBK FSA 6800 Б/у со стойками,12,"Бытовая электроника|Аудио и видео|Акустика, колонки, сабвуферы"
279783,Новый платок lv 140 на 140,31,"Личные вещи|Одежда, обувь, аксессуары|Аксессуары"
457778,Шерстяной ковер. Состояние отличное,27,Для дома и дачи|Мебель и интерьер|Текстиль и ковры
51235,Жалюзи хорошего качества,23,Для дома и дачи|Мебель и интерьер|Другое
359818,Ваза Ильменау (Ilmenau ),20,Для дома и дачи|Посуда и товары для кухни|Посуда
85680,Продам коляску Tutis zippy 3 в 1,32,Личные вещи|Товары для детей и игрушки|Детские коляски
199493,Продается шкаф,18,Для дома и дачи|Мебель и интерьер|Шкафы и комоды
417241,Тонкий клиент HP t5740,7,Бытовая электроника|Настольные компьютеры
175553,Продам новую хлебопечь LG,29,Для дома и дачи|Бытовая техника|Для кухни|Мелкая кухонная техника
418449,Женский халат р. 46,38,"Личные вещи|Одежда, обувь, аксессуары|Женская одежда|Другое"
208503,Кейс для iPhone 6/6S голограмма вид 2,9,Бытовая электроника|Телефоны|Аксессуары|Чехлы и плёнки
202287,Мельхиоровый кофейник,20,Для дома и дачи|Посуда и товары для кухни|Посуда
154228,Alien isolation и Far cry 4 для PS4,8,"Бытовая электроника|Игры, приставки и программы|Игры для приставок"
297991,Кровать ikea лейрвик,16,"Для дома и дачи|Мебель и интерьер|Кровати, диваны и кресла"
408179,Комнатные цветы,24,Для дома и дачи|Растения
107172,Стол Бейз белый Стул Флори,22,Для дома и дачи|Мебель и интерьер|Столы и стулья
288036,Итальянские замшевые туфли,39,"Личные вещи|Одежда, обувь, аксессуары|Женская одежда|Обувь"
421758,"Картина по номерам ""У ресторана"" + подарок",23,Для дома и дачи|Мебель и интерьер|Другое
221925,Стол обеденный,22,Для дома и дачи|Мебель и интерьер|Столы и стулья
345862,Ледобур,49,Хобби и отдых|Охота и рыбалка
213965,Машинка стиральная б/у Аристон,26,Для дома и дачи|Бытовая техника|Для дома|Стиральные машины
455487,"Типа ""Лабутены"")",39,"Личные вещи|Одежда, обувь, аксессуары|Женская одежда|Обувь"
228555,"4417 Кнорре Ф. Родная кровь. М., 1966",43,Хобби и отдых|Книги и журналы|Книги
121915,Продается гардероб с выдвижными дверцами,18,Для дома и дачи|Мебель и интерьер|Шкафы и комоды
358985,Часы мудские,36,Личные вещи|Часы и украшения|Часы
85104,Новый LED телевизор fusion + гарантия,5,Бытовая электроника|Аудио и видео|Телевизоры и проекторы
427333,Компьютерный экран и клавиатура,13,Бытовая электроника|Товары для компьютера|Мониторы
