gender,user_id,category_id,category_name,subcategory_id,subcategory_name,param1,param2,param3,param1_microcat_id,param2_microcat_id,param3_microcat_id
male,154199820,49,Животные,59,Другие животные,Другое,,,4550.0,,
male,154199820,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
female,154200853,250002,Услуги,250005,Предложение услуг,"Реклама, полиграфия","Маркетинг, реклама, PR",,2955.0,5102.0,
female,154200853,17,Бытовая электроника,26,Аудио и видео,Наушники,,,3003.0,,
female,154200853,250002,Услуги,250005,Предложение услуг,"Реклама, полиграфия","Маркетинг, реклама, PR",,2955.0,5102.0,
male,154201709,17,Бытовая электроника,26,Аудио и видео,Видеокамеры,,,4562.0,,
male,154201968,12,Транспорт,43,Автомобили,С пробегом,Chevrolet,Lacetti,3250006.0,3500512.0,502456.0
male,154201321,250002,Услуги,250005,Предложение услуг,Курьерские поручения,,,2250003.0,,
male,154201321,250002,Услуги,250005,Предложение услуг,Деловые услуги,Набор и коррекция текста,,3502.0,5295.0,
female,154201182,49,Животные,45,Собаки,Бишон фризе,,,7321.0,,
female,154201182,17,Бытовая электроника,41,Телефоны,Xiaomi,,,10750009.0,,
female,154201182,1,Для дома и дачи,38,Мебель и интерьер,"Кровати, диваны и кресла",,,2274.0,,
female,154201182,12,Транспорт,34,Запчасти и аксессуары,Аксессуары,,,3789.0,,
female,154201182,250002,Услуги,250005,Предложение услуг,"Ремонт, строительство",Отделочные работы,,58.0,2250014.0,
female,154201182,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
female,154201182,17,Бытовая электроника,26,Аудио и видео,"Акустика, колонки, сабвуферы",,,2284.0,,
male,154200043,250003,Работа,250004,Резюме,"Без опыта, студенты",,,2179.0,,
female,154201820,1,Для дома и дачи,38,Мебель и интерьер,"Кровати, диваны и кресла",,,2274.0,,
female,154201820,1,Для дома и дачи,27,Бытовая техника,Для кухни,Холодильники и морозильные камеры,,5289.0,5819.0,
female,154201820,1,Для дома и дачи,38,Мебель и интерьер,"Кровати, диваны и кресла",,,2274.0,,
female,154201820,39,Недвижимость,6,Комнаты,Сдам,На длительный срок,,3326.0,3473.0,
female,154199858,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
female,154199858,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
female,154199858,28,Личные вещи,11,Часы и украшения,Часы,,,4938.0,,
female,154199858,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
female,154202120,28,Личные вещи,47,Товары для детей и игрушки,Игрушки,,,5428.0,,
male,154202078,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
male,154202078,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
